Id,TicketType,TicketPrice,ClientId,ZooId
408,Senior,5,70699,13
409,Full,10,61539,8
410,Full,5,12388,12
411,Full,5,33386,10
412,Full,5,60132,2
413,Junior,10,70246,12
414,Senior,10,40046,1
415,Junior,15,1948,24
416,Junior,5,18730,17
417,Full,10,58053,19
418,Full,5,23363,5
419,Full,15,2781,10
420,Junior,5,44376,1
421,Junior,10,36925,13
422,Junior,5,16354,7
423,Senior,10,47389,2
424,Full,15,30672,14
425,Junior,10,60805,1
426,Junior,10,28931,23
427,Senior,5,62456,9
428,Full,10,55406,19
429,Senior,10,32241,23
430,Senior,5,67187,16
431,Full,15,65999,23
432,Senior,10,66007,11
433,Junior,10,49087,17
434,Junior,15,46449,21
435,Junior,15,51274,12
436,Full,5,57438,1
437,Full,5,14366,18
438,Junior,15,34287,6
439,Senior,15,67272,0
440,Senior,10,53371,21
441,Junior,5,22436,18
442,Full,15,67930,19
443,Junior,10,33048,0
444,Full,15,22100,1
445,Junior,15,46390,23
446,Senior,15,24957,4
447,Junior,15,27302,5
448,Junior,5,5064,17
449,Senior,5,74139,14
450,Senior,15,14302,1
451,Senior,15,51974,7
452,Full,5,60387,23
453,Senior,15,29247,7
454,Full,15,29747,6
455,Full,5,52657,19
456,Senior,5,69926,1
457,Full,5,46439,3
458,Senior,15,54106,13
459,Senior,15,24955,8
460,Full,5,49831,4
461,Full,5,33452,21
462,Senior,10,210,21
463,Senior,10,33210,24
464,Full,5,66471,21
465,Junior,5,4468,17
466,Senior,15,10413,24
467,Full,5,65011,3
468,Senior,10,27687,19
469,Senior,15,58743,16
470,Senior,10,57670,13
471,Senior,10,31419,9
472,Senior,5,31605,20
473,Senior,10,49165,7
474,Full,15,73884,2
475,Junior,5,56456,21
476,Junior,5,16957,10
477,Junior,10,50887,23
478,Junior,10,28327,24
479,Full,15,10498,14
480,Junior,10,37959,11
481,Junior,10,42471,20
482,Junior,5,69125,18
483,Junior,15,74883,1
484,Junior,15,32816,6
485,Senior,10,33530,3
486,Senior,15,68755,8
487,Full,10,45246,14
488,Full,15,2698,2
489,Junior,5,1308,11
490,Full,15,12510,16
491,Full,10,61850,15
492,Junior,5,74558,20
493,Senior,5,36033,9
494,Full,10,38013,0
495,Junior,15,8596,15
496,Junior,15,20666,6
497,Junior,5,34044,19
498,Senior,15,11780,10
499,Junior,5,6782,24
500,Senior,5,29693,23
501,Senior,10,21523,18
502,Junior,5,37974,18
503,Senior,10,1418,1
504,Senior,10,702,7
505,Full,5,68724,16
506,Senior,15,4561,19
507,Junior,15,36642,2
508,Senior,5,31489,7
509,Full,5,67000,5
510,Full,5,39908,3
511,Full,15,11996,11
512,Junior,10,45605,22
513,Full,5,4500,12
514,Senior,15,8897,14
515,Junior,10,5972,13
516,Junior,10,46559,5
517,Full,5,7038,19
518,Junior,15,41314,0
519,Senior,5,73025,18
520,Full,5,16543,15
521,Full,10,25438,12
522,Senior,5,2296,21
523,Junior,15,2263,12
524,Senior,10,48467,9
525,Senior,5,25323,17
526,Junior,10,48534,13
527,Junior,10,55488,5
528,Junior,15,7969,4
529,Full,5,15694,14
530,Senior,10,32885,3
531,Full,15,47214,13
532,Junior,10,8011,16
533,Junior,15,50929,0
534,Senior,10,26482,0
535,Full,5,570,17
536,Full,5,68889,11
537,Full,15,31472,6
538,Junior,5,41310,15
539,Junior,10,15796,9
540,Full,10,30343,2
541,Senior,15,37382,8
542,Senior,5,58000,6
543,Senior,5,47933,5
544,Junior,15,43195,20
545,Junior,10,56438,0
546,Senior,10,12486,2
547,Full,15,52067,14
548,Junior,5,55446,19
549,Senior,10,72765,2
550,Full,5,20122,18
551,Full,15,13767,1
552,Full,10,26704,22
553,Junior,5,53219,21
554,Junior,5,71566,22
555,Senior,10,22145,5
556,Senior,5,23801,10
557,Senior,15,44273,14
558,Junior,15,26706,19
559,Full,10,24054,13
560,Senior,5,31514,12
561,Senior,10,45460,7
562,Full,10,7669,19
563,Senior,10,35437,10
564,Junior,15,34666,9
565,Junior,10,73766,4
566,Junior,10,22567,9
567,Junior,5,74420,0
568,Junior,5,48667,1
569,Senior,15,24889,18
570,Senior,10,21405,18
571,Senior,10,45731,23
572,Senior,5,44953,20
573,Full,15,52437,0
574,Junior,10,66457,15
575,Senior,5,16736,22
576,Junior,10,59126,15
577,Full,10,71883,5
578,Full,15,3074,17
579,Junior,10,36419,0
580,Junior,10,19691,21
581,Full,10,63031,23
582,Senior,5,69264,21
583,Full,10,26886,8
584,Junior,15,27703,13
585,Senior,5,45815,15
586,Junior,15,69808,4
587,Full,5,8537,2
588,Senior,10,42375,7
589,Senior,10,14527,19
590,Senior,15,6890,3
591,Senior,15,15674,7
592,Senior,15,34250,18
593,Full,15,73670,4
594,Full,10,7408,24
595,Senior,5,14049,10
596,Senior,10,20594,3
597,Junior,15,19502,16
598,Full,15,34385,10
599,Junior,15,64222,17
600,Senior,5,26878,1
601,Full,10,44067,24
602,Senior,5,39419,2
603,Senior,10,70266,15
604,Junior,15,29692,2
605,Senior,10,23667,23
606,Junior,10,33146,24
607,Junior,10,34148,0
608,Junior,15,43653,5
609,Junior,5,47197,18
610,Full,5,35063,21
611,Junior,10,4287,3
612,Junior,10,66593,6
613,Senior,5,53219,5
614,Full,15,52711,24
615,Full,15,66551,20
616,Junior,15,34177,14
617,Full,15,66139,3
618,Senior,15,26320,2
619,Full,10,64978,15
620,Junior,15,21762,6
621,Senior,15,32140,18
622,Junior,5,43885,21
623,Junior,5,58349,16
624,Senior,10,39854,10
625,Full,5,32948,9
626,Junior,15,19178,2
627,Full,15,36564,13
628,Junior,15,73373,3
629,Full,10,14952,24
630,Full,5,21884,22
631,Full,5,63313,16
632,Senior,5,53849,21
633,Full,10,55766,8
634,Full,5,64136,18
635,Senior,10,59149,2
636,Senior,10,19588,22
637,Full,15,74040,19
638,Junior,10,14681,16
639,Full,5,1890,2
640,Full,10,31815,22
641,Senior,5,44945,4
642,Full,15,25731,15
643,Full,10,33006,16
644,Senior,5,44199,14
645,Full,15,74261,21
646,Full,10,6082,17
647,Senior,10,26274,22
648,Junior,15,16448,12
649,Junior,10,1522,13
650,Junior,5,53789,17
651,Senior,10,69985,5
652,Full,10,20739,0
653,Senior,5,42653,16
654,Junior,5,66930,20
655,Senior,5,32927,20
656,Full,10,24344,2
657,Senior,10,46199,2
658,Junior,10,40337,9
659,Full,10,43198,17
660,Full,10,57933,18
661,Full,10,50940,17
662,Junior,10,49358,0
663,Junior,10,42256,18
664,Senior,10,13144,3
665,Full,10,51636,18
666,Junior,5,38678,2
667,Full,5,30201,17
668,Senior,15,70365,18
669,Senior,5,54477,5
670,Full,15,47090,18
671,Full,10,69355,7
672,Senior,10,22085,9
673,Senior,10,10560,21
674,Junior,15,4896,5
675,Full,5,65678,12
676,Senior,15,44860,21
677,Senior,10,42735,20
678,Full,10,46893,6
679,Senior,10,51081,3
680,Junior,10,45881,10
681,Senior,5,15115,20
682,Senior,15,41234,14
683,Junior,15,38894,23
684,Senior,15,31312,14
685,Senior,15,47970,23
686,Full,15,64506,6
687,Senior,10,49222,21
688,Senior,10,71430,2
689,Full,10,72860,9
690,Full,5,35246,13
691,Senior,5,7751,13
692,Junior,10,66206,0
693,Full,15,30833,18
694,Senior,15,17585,10
695,Senior,5,5373,6
696,Full,5,18225,1
697,Full,5,40286,0
698,Senior,15,20768,10
699,Senior,15,59315,12
700,Full,10,69611,8
701,Junior,15,28144,14
702,Senior,10,21169,18
703,Junior,10,14035,11
704,Full,5,68042,23
705,Senior,15,4806,3
706,Junior,15,1766,23
707,Senior,15,45030,6
708,Senior,15,52980,9
709,Junior,5,4516,6
710,Full,10,67553,5
711,Senior,15,16733,18
712,Senior,5,15613,7
713,Senior,10,44476,24
714,Junior,10,48853,14
715,Senior,5,66731,11
716,Junior,5,62026,4
717,Full,10,9280,15
718,Senior,5,54859,18
719,Senior,15,41201,5
720,Full,10,2520,18
721,Senior,5,11545,7
722,Full,15,28808,5
723,Junior,15,26952,1
724,Senior,10,13493,16
725,Junior,10,47919,13
726,Full,5,462,19
727,Senior,5,51543,12
728,Senior,15,38744,8
729,Junior,10,53265,21
730,Full,15,46595,3
731,Senior,10,53822,9
732,Full,5,30911,12
733,Junior,10,7832,18
734,Junior,5,28726,4
735,Full,5,11579,6
736,Full,10,9378,19
737,Full,15,1629,4
738,Full,5,43331,9
739,Senior,10,70711,20
740,Full,5,59686,2
741,Junior,10,45405,13
742,Senior,5,55143,5
743,Full,15,26211,14
744,Senior,5,28260,20
745,Full,10,37860,7
746,Junior,10,37292,7
747,Senior,5,38654,12
748,Junior,15,8401,17
749,Junior,10,66945,11
750,Senior,15,2039,2
751,Senior,15,34444,15
752,Junior,10,28083,19
753,Full,15,45943,14
754,Junior,5,7352,15
755,Full,10,1814,23
756,Junior,15,54822,13
757,Full,5,20719,8
758,Junior,10,33110,18
759,Full,5,49744,22
760,Junior,15,4424,19
761,Full,10,52376,4
762,Full,10,55845,18
763,Junior,15,60723,3
764,Full,5,34064,21
765,Senior,5,605,19
766,Junior,15,2384,4
767,Junior,15,12592,21
768,Full,15,68949,16
769,Junior,15,21354,5
770,Senior,5,59996,4
771,Full,15,57526,2
772,Senior,5,63861,2
773,Junior,15,3123,10
774,Junior,15,51159,6
775,Full,10,43503,7
776,Senior,5,64262,18
777,Full,15,51392,19
778,Junior,10,55635,17
779,Senior,5,40132,19
780,Full,5,51397,20
781,Junior,5,27284,9
782,Full,15,5889,17
783,Senior,10,51127,3
784,Senior,10,51628,5
785,Senior,5,26275,20
786,Senior,5,32385,13
787,Senior,5,11155,8
788,Full,15,65027,5
789,Junior,5,32417,18
790,Full,5,66438,23
791,Senior,10,54859,4
792,Full,5,2378,17
793,Full,5,47876,17
794,Junior,15,8613,13
795,Full,10,50079,16
796,Full,15,8873,23
797,Senior,15,34247,24
798,Full,10,32149,12
799,Senior,5,70434,20
800,Junior,15,40447,19
801,Full,5,58713,23
802,Junior,15,19353,11
803,Junior,15,34392,14
804,Junior,5,3421,9
805,Senior,10,22265,22
806,Senior,5,30993,14
807,Senior,10,23621,17
808,Senior,5,35015,22
809,Senior,5,11410,5
810,Full,5,70625,19
811,Senior,15,8542,14
812,Full,5,34787,15
813,Senior,15,71378,21
814,Junior,15,26083,20
815,Senior,15,8088,7
816,Senior,5,31208,13
817,Full,5,5092,16
818,Full,15,21866,2
819,Senior,10,49435,2
820,Full,5,69013,1
821,Full,15,65223,21
822,Senior,15,24286,21
823,Junior,15,1946,6
824,Full,15,34835,9
825,Senior,5,34680,7
826,Junior,10,52003,22
827,Senior,5,6430,7
828,Full,10,36053,15
829,Full,15,7648,20
830,Senior,5,27258,11
831,Junior,10,45544,12
832,Senior,5,67502,18
833,Senior,5,40158,7
834,Full,15,24356,14
835,Senior,10,58579,12
836,Senior,15,27842,23
837,Senior,5,42409,17
838,Senior,5,60541,3
839,Junior,10,56382,13
840,Senior,5,13006,19
841,Full,5,43050,12
842,Senior,10,73944,21
843,Full,10,20103,0
844,Junior,10,40794,21
845,Senior,15,31741,18
846,Senior,10,5558,8
847,Senior,15,13966,4
848,Junior,15,24533,15
849,Junior,5,15078,3
850,Senior,15,22372,3
851,Junior,10,39683,15
852,Senior,15,63980,13
853,Senior,5,59305,5
854,Junior,5,5003,9
855,Full,5,91,22
856,Senior,10,65289,4
857,Full,15,73685,23
858,Full,15,55149,4
859,Junior,5,8503,7
860,Junior,5,62505,15
861,Full,5,65919,14
862,Senior,5,45860,16
863,Full,15,65218,11
864,Junior,10,56183,10
865,Full,5,45031,6
866,Junior,5,74346,15
867,Senior,15,40193,6
868,Junior,10,173,21
869,Full,10,32778,24
870,Senior,5,26050,24
871,Full,10,42534,23
872,Senior,5,60128,12
873,Junior,5,54979,0
874,Senior,10,25092,17
875,Senior,5,13502,3
876,Senior,15,17184,11
877,Junior,10,61910,14
878,Full,5,18196,1
879,Senior,10,57697,16
880,Full,10,5419,4
881,Full,15,67374,6
882,Junior,15,38274,23
883,Full,10,26052,21
884,Full,5,26480,21
885,Senior,10,33606,17
886,Junior,5,5542,8
887,Senior,10,29791,23
888,Junior,5,53549,8
889,Senior,15,11962,7
890,Junior,10,71112,1
891,Senior,5,1734,2
892,Senior,15,13308,14
893,Junior,10,47977,15
894,Full,10,27263,16
895,Full,10,58021,16
896,Senior,10,72380,16
897,Full,15,11441,22
898,Senior,10,44388,4
899,Senior,5,36040,6
900,Full,15,46162,8
901,Senior,5,31120,7
902,Senior,15,22007,9
903,Junior,15,16873,23
904,Junior,5,42017,11
905,Senior,15,58047,19
906,Junior,10,61036,7
907,Junior,5,47073,8
908,Full,5,19435,2
909,Senior,10,59806,24
910,Senior,10,27525,21
911,Senior,15,55849,2
912,Senior,10,59998,19
913,Senior,5,26343,1
914,Senior,5,40575,14
915,Junior,15,43602,20
916,Full,10,50317,18
917,Full,5,68133,0
918,Junior,5,65646,19
919,Senior,5,69947,24
920,Senior,10,8294,0
921,Senior,5,20048,4
922,Junior,15,20961,22
923,Full,10,69261,19
924,Junior,15,65800,5
925,Full,15,51999,17
926,Senior,15,33247,9
927,Full,10,13261,16
928,Full,10,39690,15
929,Senior,10,4859,19
930,Full,5,59922,12
931,Junior,15,31709,0
932,Senior,10,20457,8
933,Senior,15,72358,16
934,Senior,10,72846,7
935,Senior,5,70637,7
936,Senior,5,71859,1
937,Full,5,39853,9
938,Senior,5,69771,9
939,Full,10,62262,12
940,Full,5,44571,5
941,Junior,5,40124,15
942,Junior,15,57512,4
943,Junior,5,12022,20
944,Junior,5,8107,4
945,Senior,5,6,9
946,Junior,10,869,18
947,Senior,10,6873,12
948,Senior,15,26886,6
949,Senior,10,53246,24
950,Senior,10,15479,11
951,Full,10,52385,2
952,Junior,15,23821,13
953,Full,10,74909,17
954,Full,10,5733,22
955,Junior,10,10825,22
956,Senior,10,38569,18
957,Junior,10,42391,18
958,Senior,5,39602,2
959,Full,10,33510,2
960,Full,10,13047,4
961,Senior,10,56941,17
962,Senior,15,64901,9
963,Senior,15,67512,16
964,Junior,10,45434,19
965,Junior,15,17267,5
966,Junior,15,68297,0
967,Senior,10,64762,10
968,Junior,5,5937,7
969,Senior,10,33827,15
970,Senior,15,38198,9
971,Senior,15,64914,22
972,Full,10,46437,6
973,Senior,15,16125,13
974,Junior,10,7638,15
975,Senior,10,43393,8
976,Senior,5,58380,22
977,Full,10,23134,1
978,Senior,15,32167,7
979,Full,5,49127,18
980,Full,10,53753,2
981,Full,15,5981,19
982,Junior,5,52313,24
983,Senior,10,36091,18
984,Full,15,25924,17
985,Junior,10,25201,17
986,Full,15,8806,5
987,Junior,15,65153,1
988,Junior,15,55073,24
989,Junior,15,58092,8
990,Junior,10,64047,0
991,Full,15,3416,17
992,Full,15,12940,2
993,Senior,15,15133,11
994,Senior,5,23426,18
995,Senior,5,43127,8
996,Senior,10,3810,6
997,Senior,5,73760,7
998,Full,15,62749,3
999,Senior,10,40681,11
1000,Full,5,44998,5
1001,Junior,15,28882,17
1002,Full,5,3961,22
1003,Junior,10,17639,17
1004,Senior,15,60167,8
1005,Senior,10,11190,24
1006,Full,15,6660,14
1007,Junior,5,23345,9
1008,Senior,15,5446,17
1009,Senior,5,61445,11
1010,Full,10,39938,1
1011,Senior,5,47436,23
1012,Junior,15,14327,19
1013,Junior,10,45725,18
1014,Full,10,50622,1
1015,Full,5,18177,19
1016,Junior,10,22900,6
1017,Senior,15,58156,22
1018,Full,15,53167,14
1019,Senior,15,11135,18
1020,Junior,10,35439,18
1021,Junior,5,38588,21
1022,Senior,5,27035,23
1023,Junior,10,60996,0
1024,Full,5,7401,11
1025,Junior,10,69001,9
1026,Full,15,53013,10
1027,Senior,15,68216,24
1028,Senior,10,47555,2
1029,Full,5,53637,4
1030,Full,5,3381,5
1031,Full,15,17017,2
1032,Full,15,54272,11
1033,Full,15,62121,19
1034,Full,5,40969,17
1035,Junior,15,68367,0
1036,Senior,5,71488,8
1037,Senior,5,53259,8
1038,Full,15,16452,3
1039,Junior,10,17204,16
1040,Junior,15,50033,4
1041,Junior,5,73979,16
1042,Senior,5,43201,19
1043,Junior,5,18044,5
1044,Senior,10,21864,6
1045,Junior,10,6872,9
1046,Senior,5,1045,22
1047,Senior,15,63225,19
1048,Full,10,63784,18
1049,Junior,15,29816,1
1050,Senior,10,9692,8
1051,Full,10,65807,20
1052,Junior,15,27284,11
1053,Full,15,34436,3
1054,Junior,10,22198,2
1055,Senior,5,54385,21
1056,Full,15,61557,20
1057,Junior,10,19493,15
1058,Full,5,12403,10
1059,Full,10,41974,23
1060,Junior,15,73339,10
1061,Senior,15,7656,10
1062,Junior,5,65527,8
1063,Senior,15,8653,13
1064,Junior,15,22313,16
1065,Senior,5,26289,2
1066,Full,15,45612,0
1067,Full,10,47981,6
1068,Junior,10,40962,22
1069,Full,10,56206,8
1070,Full,15,57166,6
1071,Junior,10,12692,17
1072,Senior,15,73026,8
1073,Junior,15,48135,12
1074,Junior,15,32226,4
1075,Senior,5,32497,4
1076,Full,10,5820,3
1077,Full,10,38361,18
1078,Junior,10,73695,6
1079,Senior,5,23707,24
1080,Senior,15,68855,21
1081,Full,10,33036,7
1082,Senior,15,5450,12
1083,Junior,15,1004,11
1084,Junior,15,41049,6
1085,Junior,5,45245,6
1086,Full,5,28359,0
1087,Junior,15,11535,5
1088,Full,10,52639,1
1089,Senior,15,40076,23
1090,Junior,10,71021,11
1091,Senior,15,41171,6
